CRASH_DATE,POSTED_SPEED_LIMIT,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,ROADWAY_SURFACE_COND,CRASH_TYPE,PRIM_CONTRIBUTORY_CAUSE,NUM_UNITS,CRASH_MONTH,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,CRASH_HOUR,CRASH_DAY_OF_WEEK,LATITUDE,LONGITUDE
09/26/2023 03:03:00 PM,30,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,9,NO INDICATION OF INJURY,0,0,15,3,41.9830427166,-87.7163426992
11/24/2023 01:15:00 PM,30,CLEAR,DAYLIGHT,REAR END,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,11,NO INDICATION OF INJURY,0,0,13,6,41.7653936078,-87.625050475
02/26/2026 07:43:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,CENTER TURN LANE,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,2,NO INDICATION OF INJURY,0,0,19,5,41.6778290985,-87.6324194917
01/16/2021 07:16:00 AM,30,SNOW,DAYLIGHT,FIXED OBJECT,NOT DIVIDED,SNOW OR SLUSH,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,1,1,NO INDICATION OF INJURY,0,0,7,7,41.7598371842,-87.644130301
03/01/2022 07:50:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER NONCOLLISION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,1,3,NO INDICATION OF INJURY,0,0,19,3,41.909600386,-87.7393564665
06/23/2025 11:30:00 AM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,6,NO INDICATION OF INJURY,0,0,11,2,41.6783249519,-87.6808829267
03/23/2025 11:15:00 AM,15,CLOUDY/OVERCAST,DAYLIGHT,FIXED OBJECT,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",2,3,NO INDICATION OF INJURY,0,0,11,1,41.8609937491,-87.7087425628
11/29/2025 01:10:00 PM,30,SNOW,DAYLIGHT,REAR END,UNKNOWN INTERSECTION TYPE,WET,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,11,NO INDICATION OF INJURY,0,0,13,7,41.8742537783,-87.6520355266
04/11/2026 12:15:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,4,NO INDICATION OF INJURY,0,0,0,7,41.8717454646,-87.6273770319
02/14/2021 08:25:00 PM,15,SNOW,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,UNKNOWN,NO INJURY / DRIVE AWAY,WEATHER,2,2,NO INDICATION OF INJURY,0,0,20,1,41.9996188716,-87.6919764047
01/30/2026 07:14:00 AM,30,SNOW,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,SNOW OR SLUSH,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,1,NO INDICATION OF INJURY,0,0,7,6,41.8800306517,-87.6351124206
12/12/2021 12:16:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,3,12,NONINCAPACITATING INJURY,2,0,0,1,41.8660079783,-87.7446337699
12/20/2023 04:00:00 PM,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,12,NO INDICATION OF INJURY,0,0,16,4,41.9678419858,-87.7713409664
05/09/2024 06:17:00 PM,15,RAIN,DAYLIGHT,REAR TO REAR,PARKING LOT,WET,INJURY AND / OR TOW DUE TO CRASH,IMPROPER BACKING,3,5,NONINCAPACITATING INJURY,2,0,18,5,41.7953009591,-87.5881970893
01/21/2023 01:35:00 PM,20,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,1,NO INDICATION OF INJURY,0,0,13,7,41.7695894268,-87.7130436755
05/02/2024 08:04:00 PM,30,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,IMPROPER LANE USAGE,2,5,NO INDICATION OF INJURY,0,0,20,5,41.9773947764,-87.8118347878
02/14/2023 08:20:00 PM,30,RAIN,"DARKNESS, LIGHTED ROAD",ANGLE,FOUR WAY,WET,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,2,NO INDICATION OF INJURY,0,0,20,3,41.8958252832,-87.6893713157
02/07/2026 01:31:00 PM,30,CLEAR,DAYLIGHT,TURNING,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,2,NO INDICATION OF INJURY,0,0,13,7,41.780089781,-87.6306482327
01/23/2025 03:45:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,RELATED TO BUS STOP,2,1,NO INDICATION OF INJURY,0,0,15,5,41.8805893011,-87.7278421875
11/10/2023 02:15:00 PM,30,CLOUDY/OVERCAST,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,11,NO INDICATION OF INJURY,0,0,14,6,41.9972784744,-87.7094073572
08/09/2022 06:53:00 PM,25,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FAILING TO REDUCE SPEED TO AVOID CRASH,3,8,NO INDICATION OF INJURY,0,0,18,3,41.939246262,-87.7041633593
03/13/2023 12:39:00 AM,30,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,WET,INJURY AND / OR TOW DUE TO CRASH,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),3,3,NO INDICATION OF INJURY,0,0,0,2,41.9556601986,-87.6510836901
07/27/2021 04:40:00 PM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,7,NO INDICATION OF INJURY,0,0,16,3,41.807347134,-87.6940318509
12/19/2022 02:20:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,FAILING TO REDUCE SPEED TO AVOID CRASH,2,12,NO INDICATION OF INJURY,0,0,14,2,41.949575803,-87.6908923675
06/26/2021 01:15:00 AM,30,RAIN,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),WET,INJURY AND / OR TOW DUE TO CRASH,NOT APPLICABLE,2,6,NO INDICATION OF INJURY,0,0,1,7,42.0126539699,-87.6900984637
01/01/2026 02:05:00 AM,30,SLEET/HAIL,DARKNESS,TURNING,FOUR WAY,WET,NO INJURY / DRIVE AWAY,IMPROPER TURNING/NO SIGNAL,2,1,NO INDICATION OF INJURY,0,0,2,5,41.8844450417,-87.6516122514
01/10/2021 02:03:00 PM,35,CLEAR,DAWN,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,IMPROPER OVERTAKING/PASSING,2,1,NO INDICATION OF INJURY,0,0,14,1,41.7569668999,-87.5762476242
01/04/2024 07:02:00 PM,30,UNKNOWN,UNKNOWN,REAR END,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,1,NO INDICATION OF INJURY,0,0,19,5,41.9699977482,-87.727931815
03/31/2023 12:16:00 PM,10,CLEAR,DAYLIGHT,FIXED OBJECT,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1,3,NO INDICATION OF INJURY,0,0,12,6,41.7928756307,-87.7794254165
07/21/2021 05:07:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,7,NO INDICATION OF INJURY,0,0,17,4,41.8175416899,-87.6895077585
07/22/2021 03:36:00 PM,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,EQUIPMENT - VEHICLE CONDITION,3,7,NO INDICATION OF INJURY,0,0,15,5,41.7918153934,-87.7031093226
12/14/2023 09:00:00 AM,30,UNKNOWN,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,12,NO INDICATION OF INJURY,0,0,9,5,41.7694504825,-87.6152979209
01/01/2022 08:00:00 PM,30,SNOW,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,SNOW OR SLUSH,INJURY AND / OR TOW DUE TO CRASH,EQUIPMENT - VEHICLE CONDITION,3,1,NO INDICATION OF INJURY,0,0,20,7,41.7525839772,-87.5980912516
10/02/2025 01:01:00 PM,35,CLEAR,DAYLIGHT,FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,1,10,NO INDICATION OF INJURY,0,0,13,5,41.953744762,-87.7291328873
12/08/2022 01:00:00 PM,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN BARRIER,DRY,INJURY AND / OR TOW DUE TO CRASH,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),2,12,NO INDICATION OF INJURY,0,0,13,5,41.6591261899,-87.5594327419
04/26/2023 12:25:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,IMPROPER BACKING,2,4,NO INDICATION OF INJURY,0,0,12,4,41.8817840203,-87.7212990124
04/20/2021 02:30:00 PM,25,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,4,NO INDICATION OF INJURY,0,0,14,3,41.7522523768,-87.602925651
11/02/2024 01:00:00 PM,25,CLEAR,DAYLIGHT,ANGLE,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,11,NO INDICATION OF INJURY,0,0,13,7,41.8388723304,-87.6461509665
01/14/2026 04:00:00 PM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,ICE,NO INJURY / DRIVE AWAY,WEATHER,2,1,NO INDICATION OF INJURY,0,0,16,4,41.9272589361,-87.6562188781
02/27/2023 04:43:00 AM,30,UNKNOWN,UNKNOWN,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,2,NO INDICATION OF INJURY,0,0,4,2,41.7493390001,-87.7220520909
01/17/2021 02:13:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,4,1,INCAPACITATING INJURY,2,0,14,1,41.7575103192,-87.6265027645
08/05/2025 09:00:00 AM,30,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,NO INJURY / DRIVE AWAY,IMPROPER LANE USAGE,2,8,NO INDICATION OF INJURY,0,0,9,3,41.8614946627,-87.7309998346
01/14/2022 10:15:00 PM,30,SNOW,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN BARRIER,WET,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,1,NO INDICATION OF INJURY,0,0,22,6,41.7215018142,-87.6320234214
01/19/2021 03:53:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,DRIVING ON WRONG SIDE/WRONG WAY,3,1,"REPORTED, NOT EVIDENT",1,0,15,3,41.9378527786,-87.8163674024
12/15/2022 12:22:00 PM,30,RAIN,DAYLIGHT,FIXED OBJECT,ONE-WAY,WET,INJURY AND / OR TOW DUE TO CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,1,12,NONINCAPACITATING INJURY,1,0,12,5,41.7720285735,-87.6860303529
08/04/2022 04:32:00 AM,35,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1,8,NO INDICATION OF INJURY,0,0,4,5,41.7562601698,-87.6264746445
04/28/2026 04:05:00 PM,30,CLEAR,DAYLIGHT,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,NOT APPLICABLE,2,4,NO INDICATION OF INJURY,0,0,16,3,41.9246133769,-87.7253368308
01/21/2026 02:45:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,1,NO INDICATION OF INJURY,0,0,14,4,41.7957957149,-87.7918304233
01/17/2024 11:15:00 AM,30,UNKNOWN,DAYLIGHT,TURNING,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,1,NO INDICATION OF INJURY,0,0,11,4,41.9605671771,-87.6542206605
01/27/2024 03:00:00 AM,30,UNKNOWN,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,1,NO INDICATION OF INJURY,0,0,3,7,41.9449215592,-87.6413532919
01/06/2023 08:00:00 PM,15,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,1,NO INDICATION OF INJURY,0,0,20,6,41.9642531834,-87.7109368604
10/16/2023 07:50:00 AM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,10,NO INDICATION OF INJURY,0,0,7,2,41.8162725253,-87.6065522606
06/25/2022 11:45:00 AM,10,RAIN,DAYLIGHT,REAR TO REAR,PARKING LOT,WET,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,6,NO INDICATION OF INJURY,0,0,11,7,41.9527216579,-87.7913622126
06/28/2025 11:29:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ALLEY,DRY,NO INJURY / DRIVE AWAY,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2,6,NO INDICATION OF INJURY,0,0,23,7,41.9242810537,-87.7780164504
08/28/2024 08:13:00 AM,25,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO INJURY / DRIVE AWAY,NOT APPLICABLE,2,8,NO INDICATION OF INJURY,0,0,8,4,41.7789020729,-87.7004683634
03/27/2022 06:00:00 AM,30,CLEAR,DAWN,FIXED OBJECT,NOT DIVIDED,UNKNOWN,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,1,3,NO INDICATION OF INJURY,0,0,6,1,41.7584788857,-87.6172956908
09/07/2025 05:00:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,NOT APPLICABLE,2,9,NO INDICATION OF INJURY,0,0,17,1,42.0084604699,-87.6903035471
05/10/2024 07:30:00 PM,30,CLEAR,DAYLIGHT,TURNING,OTHER,DRY,NO INJURY / DRIVE AWAY,NOT APPLICABLE,2,5,NO INDICATION OF INJURY,0,0,19,6,41.8735554206,-87.6839276515
08/31/2022 04:48:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO YIELD RIGHT-OF-WAY,2,8,NO INDICATION OF INJURY,0,0,16,4,41.9400923468,-87.6491477779
01/18/2026 10:00:00 PM,30,SNOW,DAWN,REAR END,NOT DIVIDED,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,1,"REPORTED, NOT EVIDENT",1,0,22,1,41.7909552796,-87.6254591349
10/26/2024 07:13:00 PM,30,CLEAR,DARKNESS,SIDESWIPE SAME DIRECTION,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,10,NO INDICATION OF INJURY,0,0,19,7,41.7550442797,-87.722315514
09/24/2022 05:25:00 PM,30,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,9,NO INDICATION OF INJURY,0,0,17,7,41.8168555426,-87.6848061333
07/09/2021 02:40:00 PM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FAILING TO REDUCE SPEED TO AVOID CRASH,2,7,NO INDICATION OF INJURY,0,0,14,6,41.9168364877,-87.7462520454
08/22/2022 01:30:00 PM,15,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,8,NO INDICATION OF INJURY,0,0,13,2,41.9575483257,-87.6534124016
10/21/2022 06:40:00 PM,30,CLEAR,DUSK,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,10,NO INDICATION OF INJURY,0,0,18,6,41.89560412,-87.7127181846
08/31/2024 09:12:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,IMPROPER TURNING/NO SIGNAL,2,8,NO INDICATION OF INJURY,0,0,21,7,41.8845089778,-87.6296056308
04/29/2022 02:00:00 PM,35,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,4,NO INDICATION OF INJURY,0,0,14,6,41.7932365515,-87.731679864
09/30/2021 05:00:00 PM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,9,NO INDICATION OF INJURY,0,0,17,5,41.9827617499,-87.8067948699
07/31/2023 06:24:00 PM,10,CLEAR,DAYLIGHT,REAR END,DRIVEWAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,7,NO INDICATION OF INJURY,0,0,18,2,41.8229745986,-87.6903883955
03/28/2024 07:19:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,2,3,"REPORTED, NOT EVIDENT",3,0,19,5,41.9325186622,-87.6679495827
07/24/2024 04:45:00 PM,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,7,NO INDICATION OF INJURY,0,0,16,4,41.9453673714,-87.8179487711
07/23/2025 02:46:00 PM,30,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,7,NO INDICATION OF INJURY,0,0,14,4,41.961446558,-87.6869577756
03/30/2026 01:50:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,3,NO INDICATION OF INJURY,0,0,13,2,41.9279317269,-87.726723166
10/08/2024 06:10:00 PM,30,CLEAR,DAYLIGHT,TURNING,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,IMPROPER TURNING/NO SIGNAL,2,10,NO INDICATION OF INJURY,0,0,18,3,41.8303903161,-87.6850999234
03/15/2022 05:10:00 PM,10,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,PARKING LOT,DRY,NO INJURY / DRIVE AWAY,IMPROPER BACKING,2,3,NO INDICATION OF INJURY,0,0,17,3,41.7995689101,-87.5964007498
12/16/2021 11:45:00 AM,25,CLEAR,DAYLIGHT,PEDALCYCLIST,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2,12,NO INDICATION OF INJURY,0,0,11,5,41.9216297091,-87.6534239735
04/18/2021 05:45:00 PM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,4,NO INDICATION OF INJURY,0,0,17,1,41.7435047779,-87.6269876913
02/24/2022 08:35:00 PM,30,SNOW,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,SNOW OR SLUSH,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,2,NO INDICATION OF INJURY,0,0,20,5,41.9534209071,-87.7379969051
01/14/2026 10:15:00 AM,30,SNOW,DAYLIGHT,REAR END,NOT DIVIDED,SNOW OR SLUSH,NO INJURY / DRIVE AWAY,NOT APPLICABLE,2,1,NO INDICATION OF INJURY,0,0,10,4,42.0192762315,-87.6661973884
09/04/2022 12:10:00 AM,30,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,9,NO INDICATION OF INJURY,0,0,0,1,41.9437226878,-87.6495250069
10/26/2025 08:05:00 PM,30,CLEAR,DARKNESS,REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,10,NO INDICATION OF INJURY,0,0,20,1,41.9679194796,-87.7476925075
11/03/2024 05:07:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",PEDALCYCLIST,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,IMPROPER OVERTAKING/PASSING,2,11,"REPORTED, NOT EVIDENT",1,0,17,1,41.7718214837,-87.7004529563
10/23/2021 01:30:00 PM,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN BARRIER,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,10,NO INDICATION OF INJURY,0,0,13,7,41.872635453,-87.6618624149
10/17/2023 07:00:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,10,NO INDICATION OF INJURY,0,0,19,3,41.8673073839,-87.64378147
08/22/2022 05:40:00 PM,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,8,NO INDICATION OF INJURY,0,0,17,2,41.9242835898,-87.7464501903
09/01/2024 11:00:00 AM,30,CLEAR,DAYLIGHT,ANGLE,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,9,NO INDICATION OF INJURY,0,0,11,1,41.997463981,-87.7876102434
02/06/2025 06:45:00 AM,25,FREEZING RAIN/DRIZZLE,DARKNESS,PARKED MOTOR VEHICLE,ONE-WAY,ICE,NO INJURY / DRIVE AWAY,WEATHER,2,2,NO INDICATION OF INJURY,0,0,6,5,41.7835869512,-87.6394329118
01/10/2023 10:30:00 AM,30,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,DRY,INJURY AND / OR TOW DUE TO CRASH,IMPROPER TURNING/NO SIGNAL,4,1,NO INDICATION OF INJURY,0,0,10,3,41.8775397666,-87.6766942034
02/07/2023 08:00:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,2,NO INDICATION OF INJURY,0,0,20,3,41.9019091356,-87.7752117296
06/20/2022 09:00:00 AM,30,CLEAR,DAYLIGHT,OTHER OBJECT,FOUR WAY,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,1,6,NO INDICATION OF INJURY,0,0,9,2,41.9235666859,-87.7855622457
05/19/2023 07:00:00 AM,30,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,UNABLE TO DETERMINE,2,5,NO INDICATION OF INJURY,0,0,7,6,41.7135234277,-87.6855010783
06/20/2025 08:50:00 AM,30,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO YIELD RIGHT-OF-WAY,2,6,NONINCAPACITATING INJURY,2,0,8,6,41.9036086884,-87.6673559955
09/12/2021 04:50:00 PM,30,CLEAR,DAYLIGHT,REAR END,CENTER TURN LANE,DRY,NO INJURY / DRIVE AWAY,FAILING TO YIELD RIGHT-OF-WAY,2,9,NO INDICATION OF INJURY,0,0,16,1,41.8019182656,-87.6328587515
01/09/2023 12:10:00 PM,30,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,DRY,NO INJURY / DRIVE AWAY,IMPROPER TURNING/NO SIGNAL,2,1,NO INDICATION OF INJURY,0,0,12,2,41.713757693,-87.5365338072
10/13/2022 08:37:00 AM,15,CLEAR,DAYLIGHT,PEDESTRIAN,PARKING LOT,DRY,INJURY AND / OR TOW DUE TO CRASH,FAILING TO REDUCE SPEED TO AVOID CRASH,3,10,NONINCAPACITATING INJURY,2,0,8,5,41.8312979606,-87.6148480434
12/27/2023 10:30:00 AM,25,CLEAR,DAYLIGHT,REAR END,ONE-WAY,DRY,NO INJURY / DRIVE AWAY,FOLLOWING TOO CLOSELY,2,12,NO INDICATION OF INJURY,0,0,10,4,41.8940853807,-87.62040431
06/06/2025 09:43:00 PM,30,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,FAILING TO YIELD RIGHT-OF-WAY,2,6,"REPORTED, NOT EVIDENT",2,0,21,6,41.7944061419,-87.6294088676
04/14/2024 06:00:00 PM,30,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),DRY,INJURY AND / OR TOW DUE TO CRASH,UNABLE TO DETERMINE,2,4,NO INDICATION OF INJURY,0,0,18,1,41.7034704102,-87.6574129131
